2021-11-20 20:47:27.6403447 +0500 PKT m=+24.014885801, 127.0.0.1:8028, balance = 0 
2021-11-20 20:53:38.5589249 +0500 PKT m=+394.933465801, 127.0.0.1:8041, balance = 50 
2021-11-20 20:53:38.5589262 +0500 PKT m=+394.933467101, 127.0.0.1:8027, balance = 40 
2021-11-20 20:53:38.5589286 +0500 PKT m=+394.933469501, 127.0.0.1:8035, balance = 20 
2021-11-20 20:53:38.5589292 +0500 PKT m=+394.933470201, 127.0.0.1:8043, balance = 30 
2021-11-20 20:53:38.5589306 +0500 PKT m=+394.933471501, 127.0.0.1:8033, balance = 70 
2021-11-20 20:53:38.5589318 +0500 PKT m=+394.933472701, 127.0.0.1:8003, balance = 80 
2021-11-20 20:53:38.5589325 +0500 PKT m=+394.933473401, 127.0.0.1:8039, balance = 30 
2021-11-20 20:53:38.5589362 +0500 PKT m=+394.933477101, 127.0.0.1:8046, balance = 90 
2021-11-20 20:53:38.5589376 +0500 PKT m=+394.933478501, 127.0.0.1:8029, balance = 40 
2021-11-20 20:53:38.5589385 +0500 PKT m=+394.933479401, 127.0.0.1:8044, balance = 20 
2021-11-20 20:53:38.5589404 +0500 PKT m=+394.933481301, 127.0.0.1:8049, balance = 120 
2021-11-20 20:53:38.5589422 +0500 PKT m=+394.933483101, 127.0.0.1:8007, balance = 40 
2021-11-20 20:53:38.5589431 +0500 PKT m=+394.933484001, 127.0.0.1:8024, balance = 60 
2021-11-20 20:53:38.5589447 +0500 PKT m=+394.933485601, 127.0.0.1:8037, balance = 40 
2021-11-20 20:53:38.5589462 +0500 PKT m=+394.933487101, 127.0.0.1:8030, balance = 20 
2021-11-20 20:53:38.5589471 +0500 PKT m=+394.933488001, 127.0.0.1:8019, balance = 90 
2021-11-20 20:53:38.5589494 +0500 PKT m=+394.933490301, 127.0.0.1:8038, balance = 90 
2021-11-20 20:53:38.558962 +0500 PKT m=+394.933503001, 127.0.0.1:8042, balance = 30 
2021-11-20 20:53:38.5589644 +0500 PKT m=+394.933505301, 127.0.0.1:8032, balance = 80 
2021-11-20 20:53:38.5589666 +0500 PKT m=+394.933507501, 127.0.0.1:8028, balance = 50 
2021-11-20 20:53:38.5589703 +0500 PKT m=+394.933511201, 127.0.0.1:8012, balance = 80 
2021-11-20 20:53:38.5589719 +0500 PKT m=+394.933512901, 127.0.0.1:8026, balance = 50 
2021-11-20 20:53:38.5589737 +0500 PKT m=+394.933514601, 127.0.0.1:8004, balance = 30 
2021-11-20 20:53:38.5589778 +0500 PKT m=+394.933518701, 127.0.0.1:8040, balance = 100 
2021-11-20 20:53:38.5589787 +0500 PKT m=+394.933519601, 127.0.0.1:8020, balance = 60 
2021-11-20 20:53:38.5589804 +0500 PKT m=+394.933521401, 127.0.0.1:8036, balance = 70 
2021-11-20 20:53:38.5589815 +0500 PKT m=+394.933522401, 127.0.0.1:8017, balance = 40 
2021-11-20 20:53:38.5589825 +0500 PKT m=+394.933523501, 127.0.0.1:8018, balance = 30 
2021-11-20 20:53:38.5589841 +0500 PKT m=+394.933525001, 127.0.0.1:8047, balance = 80 
2021-11-20 20:53:38.558987 +0500 PKT m=+394.933527901, 127.0.0.1:8013, balance = 60 
2021-11-20 20:53:38.5589877 +0500 PKT m=+394.933528601, 127.0.0.1:8008, balance = 50 
2021-11-20 20:53:38.5589898 +0500 PKT m=+394.933530701, 127.0.0.1:8022, balance = 40 
2021-11-20 20:53:38.5589905 +0500 PKT m=+394.933531401, 127.0.0.1:8050, balance = 0 
2021-11-20 20:53:38.5589928 +0500 PKT m=+394.933533801, 127.0.0.1:8023, balance = 60 
2021-11-20 20:53:38.5589936 +0500 PKT m=+394.933534601, 127.0.0.1:8016, balance = 40 
2021-11-20 20:53:38.5589985 +0500 PKT m=+394.933539401, 127.0.0.1:8045, balance = 70 
2021-11-20 20:53:38.5589993 +0500 PKT m=+394.933540201, 127.0.0.1:8031, balance = 70 
2021-11-20 20:53:38.559 +0500 PKT m=+394.933541001, 127.0.0.1:8009, balance = 70 
2021-11-20 20:53:48.5593614 +0500 PKT m=+404.933902401, 127.0.0.1:8000, balance = 60 
2021-11-20 20:53:48.5593729 +0500 PKT m=+404.933913801, 127.0.0.1:8015, balance = 70 
2021-11-20 20:53:48.5593753 +0500 PKT m=+404.933916301, 127.0.0.1:8048, balance = 90 
2021-11-20 20:53:48.5593773 +0500 PKT m=+404.933918201, 127.0.0.1:8021, balance = 70 
2021-11-20 20:53:48.559379 +0500 PKT m=+404.933919901, 127.0.0.1:8005, balance = 30 
2021-11-20 20:53:48.5593928 +0500 PKT m=+404.933933701, 127.0.0.1:8014, balance = 60 
2021-11-20 20:53:48.5593954 +0500 PKT m=+404.933936401, 127.0.0.1:8006, balance = 50 
2021-11-20 20:53:48.5593971 +0500 PKT m=+404.933938001, 127.0.0.1:8034, balance = 80 
2021-11-20 20:53:48.5593991 +0500 PKT m=+404.933940101, 127.0.0.1:8025, balance = 90 
2021-11-20 20:53:48.5594011 +0500 PKT m=+404.933942101, 127.0.0.1:8001, balance = 80 
2021-11-20 20:53:48.5594024 +0500 PKT m=+404.933943301, 127.0.0.1:8010, balance = 50 
2021-11-20 20:53:48.5594047 +0500 PKT m=+404.933945601, 127.0.0.1:8011, balance = 120 
2021-11-20 20:53:48.5594076 +0500 PKT m=+404.933948501, 127.0.0.1:8041, balance = 60 
2021-11-20 20:53:48.5594098 +0500 PKT m=+404.933950701, 127.0.0.1:8027, balance = 40 
2021-11-20 20:53:48.5594123 +0500 PKT m=+404.933953201, 127.0.0.1:8035, balance = 20 
2021-11-20 20:53:48.5594146 +0500 PKT m=+404.933955501, 127.0.0.1:8043, balance = 30 
2021-11-20 20:53:48.5594162 +0500 PKT m=+404.933957101, 127.0.0.1:8033, balance = 70 
2021-11-20 20:53:48.5594187 +0500 PKT m=+404.933959601, 127.0.0.1:8003, balance = 80 
2021-11-20 20:53:48.5594226 +0500 PKT m=+404.933963501, 127.0.0.1:8002, balance = 80 
2021-11-20 20:53:48.5594237 +0500 PKT m=+404.933964701, 127.0.0.1:8039, balance = 30 
2021-11-20 20:53:48.5594254 +0500 PKT m=+404.933966301, 127.0.0.1:8046, balance = 90 
2021-11-20 20:53:48.559428 +0500 PKT m=+404.933968901, 127.0.0.1:8029, balance = 40 
2021-11-20 20:53:48.5594301 +0500 PKT m=+404.933971001, 127.0.0.1:8044, balance = 40 
2021-11-20 20:53:48.5594322 +0500 PKT m=+404.933973101, 127.0.0.1:8049, balance = 130 
2021-11-20 20:53:48.5594348 +0500 PKT m=+404.933975701, 127.0.0.1:8007, balance = 40 
2021-11-20 20:53:48.5594361 +0500 PKT m=+404.933977001, 127.0.0.1:8024, balance = 60 
2021-11-20 20:53:48.5594381 +0500 PKT m=+404.933979001, 127.0.0.1:8037, balance = 40 
2021-11-20 20:53:48.5594408 +0500 PKT m=+404.933981701, 127.0.0.1:8030, balance = 20 
2021-11-20 20:53:48.5594423 +0500 PKT m=+404.933983201, 127.0.0.1:8019, balance = 90 
2021-11-20 20:53:48.5594446 +0500 PKT m=+404.933985501, 127.0.0.1:8038, balance = 110 
2021-11-20 20:53:48.559446 +0500 PKT m=+404.933986901, 127.0.0.1:8042, balance = 30 
2021-11-20 20:53:48.5594482 +0500 PKT m=+404.933989101, 127.0.0.1:8032, balance = 80 
2021-11-20 20:53:48.5594505 +0500 PKT m=+404.933991501, 127.0.0.1:8028, balance = 50 
2021-11-20 20:53:48.5594524 +0500 PKT m=+404.933993301, 127.0.0.1:8012, balance = 80 
2021-11-20 20:53:48.5594546 +0500 PKT m=+404.933995601, 127.0.0.1:8004, balance = 30 
2021-11-20 20:53:48.5594565 +0500 PKT m=+404.933997501, 127.0.0.1:8040, balance = 110 
2021-11-20 20:53:48.5594618 +0500 PKT m=+404.934002801, 127.0.0.1:8020, balance = 60 
2021-11-20 20:53:48.5594631 +0500 PKT m=+404.934004001, 127.0.0.1:8036, balance = 70 
2021-11-20 20:53:48.5594656 +0500 PKT m=+404.934006601, 127.0.0.1:8017, balance = 40 
2021-11-20 20:53:48.559467 +0500 PKT m=+404.934008001, 127.0.0.1:8018, balance = 30 
2021-11-20 20:53:48.5594684 +0500 PKT m=+404.934009301, 127.0.0.1:8047, balance = 80 
2021-11-20 20:53:48.5594707 +0500 PKT m=+404.934011601, 127.0.0.1:8026, balance = 50 
2021-11-20 20:53:48.559473 +0500 PKT m=+404.934014001, 127.0.0.1:8013, balance = 70 
2021-11-20 20:53:48.5594754 +0500 PKT m=+404.934016301, 127.0.0.1:8008, balance = 50 
2021-11-20 20:53:48.5594779 +0500 PKT m=+404.934018801, 127.0.0.1:8050, balance = 0 
2021-11-20 20:53:48.5594806 +0500 PKT m=+404.934021501, 127.0.0.1:8023, balance = 60 
2021-11-20 20:53:48.5594827 +0500 PKT m=+404.934023601, 127.0.0.1:8016, balance = 50 
2021-11-20 20:53:48.5594863 +0500 PKT m=+404.934027301, 127.0.0.1:8045, balance = 80 
2021-11-20 20:53:48.5594892 +0500 PKT m=+404.934030201, 127.0.0.1:8031, balance = 70 
2021-11-20 20:53:48.559491 +0500 PKT m=+404.934031901, 127.0.0.1:8009, balance = 70 
2021-11-20 20:53:48.5594924 +0500 PKT m=+404.934033301, 127.0.0.1:8022, balance = 40 
2021-11-20 20:53:58.5598681 +0500 PKT m=+414.934409001, 127.0.0.1:8026, balance = 50 
2021-11-20 20:53:58.559881 +0500 PKT m=+414.934421901, 127.0.0.1:8004, balance = 30 
2021-11-20 20:53:58.559884 +0500 PKT m=+414.934425001, 127.0.0.1:8040, balance = 110 
2021-11-20 20:53:58.5598867 +0500 PKT m=+414.934427701, 127.0.0.1:8020, balance = 60 
2021-11-20 20:53:58.5598889 +0500 PKT m=+414.934429901, 127.0.0.1:8036, balance = 70 
2021-11-20 20:53:58.5599025 +0500 PKT m=+414.934443401, 127.0.0.1:8017, balance = 40 
2021-11-20 20:53:58.5599048 +0500 PKT m=+414.934445701, 127.0.0.1:8018, balance = 30 
2021-11-20 20:53:58.5599067 +0500 PKT m=+414.934447601, 127.0.0.1:8047, balance = 80 
2021-11-20 20:53:58.5599092 +0500 PKT m=+414.934450201, 127.0.0.1:8013, balance = 70 
2021-11-20 20:53:58.5599119 +0500 PKT m=+414.934452901, 127.0.0.1:8008, balance = 50 
2021-11-20 20:53:58.5599134 +0500 PKT m=+414.934454401, 127.0.0.1:8022, balance = 40 
2021-11-20 20:53:58.5599165 +0500 PKT m=+414.934457501, 127.0.0.1:8050, balance = 0 
2021-11-20 20:53:58.5599191 +0500 PKT m=+414.934460001, 127.0.0.1:8023, balance = 60 
2021-11-20 20:53:58.5599214 +0500 PKT m=+414.934462401, 127.0.0.1:8016, balance = 50 
2021-11-20 20:53:58.5599245 +0500 PKT m=+414.934465401, 127.0.0.1:8045, balance = 80 
2021-11-20 20:53:58.5599263 +0500 PKT m=+414.934467201, 127.0.0.1:8031, balance = 70 
2021-11-20 20:53:58.5599276 +0500 PKT m=+414.934468501, 127.0.0.1:8009, balance = 70 
2021-11-20 20:53:58.5599314 +0500 PKT m=+414.934472301, 127.0.0.1:8034, balance = 80 
2021-11-20 20:53:58.5599334 +0500 PKT m=+414.934474301, 127.0.0.1:8000, balance = 60 
2021-11-20 20:53:58.559935 +0500 PKT m=+414.934475901, 127.0.0.1:8015, balance = 70 
2021-11-20 20:53:58.5599364 +0500 PKT m=+414.934477301, 127.0.0.1:8048, balance = 90 
2021-11-20 20:53:58.5599383 +0500 PKT m=+414.934479301, 127.0.0.1:8021, balance = 70 
2021-11-20 20:53:58.5599411 +0500 PKT m=+414.934482101, 127.0.0.1:8005, balance = 30 
2021-11-20 20:53:58.5599434 +0500 PKT m=+414.934484301, 127.0.0.1:8014, balance = 60 
2021-11-20 20:53:58.5599463 +0500 PKT m=+414.934487201, 127.0.0.1:8006, balance = 50 
2021-11-20 20:53:58.5599488 +0500 PKT m=+414.934489701, 127.0.0.1:8025, balance = 90 
2021-11-20 20:53:58.5599508 +0500 PKT m=+414.934491801, 127.0.0.1:8001, balance = 80 
2021-11-20 20:53:58.5599532 +0500 PKT m=+414.934494201, 127.0.0.1:8010, balance = 50 
2021-11-20 20:53:58.5599569 +0500 PKT m=+414.934497901, 127.0.0.1:8002, balance = 80 
2021-11-20 20:53:58.5599586 +0500 PKT m=+414.934499501, 127.0.0.1:8011, balance = 120 
2021-11-20 20:53:58.55996 +0500 PKT m=+414.934501001, 127.0.0.1:8041, balance = 60 
2021-11-20 20:53:58.5599636 +0500 PKT m=+414.934504601, 127.0.0.1:8027, balance = 40 
2021-11-20 20:53:58.5599793 +0500 PKT m=+414.934520201, 127.0.0.1:8035, balance = 20 
2021-11-20 20:53:58.5599811 +0500 PKT m=+414.934522101, 127.0.0.1:8043, balance = 30 
2021-11-20 20:53:58.5599827 +0500 PKT m=+414.934523601, 127.0.0.1:8033, balance = 70 
2021-11-20 20:53:58.5599849 +0500 PKT m=+414.934525901, 127.0.0.1:8003, balance = 80 
2021-11-20 20:53:58.55999 +0500 PKT m=+414.934530901, 127.0.0.1:8039, balance = 30 
2021-11-20 20:53:58.5599915 +0500 PKT m=+414.934532401, 127.0.0.1:8046, balance = 90 
2021-11-20 20:53:58.5599948 +0500 PKT m=+414.934535701, 127.0.0.1:8029, balance = 40 
2021-11-20 20:53:58.5599964 +0500 PKT m=+414.934537301, 127.0.0.1:8044, balance = 40 
2021-11-20 20:53:58.559998 +0500 PKT m=+414.934538901, 127.0.0.1:8049, balance = 130 
2021-11-20 20:53:58.5600018 +0500 PKT m=+414.934542701, 127.0.0.1:8007, balance = 40 
2021-11-20 20:53:58.5600035 +0500 PKT m=+414.934544401, 127.0.0.1:8024, balance = 60 
2021-11-20 20:53:58.5600066 +0500 PKT m=+414.934547501, 127.0.0.1:8037, balance = 40 
2021-11-20 20:53:58.5600081 +0500 PKT m=+414.934549001, 127.0.0.1:8030, balance = 20 
2021-11-20 20:53:58.5600125 +0500 PKT m=+414.934553401, 127.0.0.1:8019, balance = 90 
2021-11-20 20:53:58.5600139 +0500 PKT m=+414.934554801, 127.0.0.1:8038, balance = 110 
2021-11-20 20:53:58.5600171 +0500 PKT m=+414.934558001, 127.0.0.1:8042, balance = 30 
2021-11-20 20:53:58.5600196 +0500 PKT m=+414.934560501, 127.0.0.1:8032, balance = 80 
2021-11-20 20:53:58.5600212 +0500 PKT m=+414.934562101, 127.0.0.1:8028, balance = 50 
2021-11-20 20:53:58.5600229 +0500 PKT m=+414.934563801, 127.0.0.1:8012, balance = 80 
2021-11-20 20:54:08.5741175 +0500 PKT m=+424.948658401, 127.0.0.1:8039, balance = 30 
2021-11-20 20:54:08.57413 +0500 PKT m=+424.948671001, 127.0.0.1:8046, balance = 90 
2021-11-20 20:54:08.5741369 +0500 PKT m=+424.948677801, 127.0.0.1:8029, balance = 40 
2021-11-20 20:54:08.5741389 +0500 PKT m=+424.948679801, 127.0.0.1:8044, balance = 40 
2021-11-20 20:54:08.5741409 +0500 PKT m=+424.948681801, 127.0.0.1:8049, balance = 130 
2021-11-20 20:54:08.5741457 +0500 PKT m=+424.948686601, 127.0.0.1:8007, balance = 60 
2021-11-20 20:54:08.5741488 +0500 PKT m=+424.948689701, 127.0.0.1:8024, balance = 60 
2021-11-20 20:54:08.574158 +0500 PKT m=+424.948699001, 127.0.0.1:8037, balance = 40 
2021-11-20 20:54:08.5741737 +0500 PKT m=+424.948714701, 127.0.0.1:8030, balance = 20 
2021-11-20 20:54:08.5741759 +0500 PKT m=+424.948716801, 127.0.0.1:8019, balance = 90 
2021-11-20 20:54:08.5741771 +0500 PKT m=+424.948718001, 127.0.0.1:8038, balance = 110 
2021-11-20 20:54:08.5741788 +0500 PKT m=+424.948719701, 127.0.0.1:8042, balance = 30 
2021-11-20 20:54:08.5741835 +0500 PKT m=+424.948724501, 127.0.0.1:8032, balance = 100 
2021-11-20 20:54:08.5741855 +0500 PKT m=+424.948726401, 127.0.0.1:8028, balance = 50 
2021-11-20 20:54:08.5741881 +0500 PKT m=+424.948729001, 127.0.0.1:8012, balance = 80 
2021-11-20 20:54:08.5741906 +0500 PKT m=+424.948731501, 127.0.0.1:8004, balance = 30 
2021-11-20 20:54:08.5741919 +0500 PKT m=+424.948732801, 127.0.0.1:8040, balance = 110 
2021-11-20 20:54:08.5741941 +0500 PKT m=+424.948735101, 127.0.0.1:8020, balance = 60 
2021-11-20 20:54:08.5741962 +0500 PKT m=+424.948737201, 127.0.0.1:8036, balance = 90 
2021-11-20 20:54:08.5741974 +0500 PKT m=+424.948738401, 127.0.0.1:8017, balance = 60 
2021-11-20 20:54:08.5741986 +0500 PKT m=+424.948739501, 127.0.0.1:8018, balance = 30 
2021-11-20 20:54:08.5742007 +0500 PKT m=+424.948741601, 127.0.0.1:8047, balance = 80 
2021-11-20 20:54:08.5742044 +0500 PKT m=+424.948745301, 127.0.0.1:8026, balance = 50 
2021-11-20 20:54:08.5742071 +0500 PKT m=+424.948748001, 127.0.0.1:8013, balance = 70 
2021-11-20 20:54:08.5742112 +0500 PKT m=+424.948752201, 127.0.0.1:8008, balance = 50 
2021-11-20 20:54:08.5742142 +0500 PKT m=+424.948755101, 127.0.0.1:8050, balance = 0 
2021-11-20 20:54:08.5742166 +0500 PKT m=+424.948757501, 127.0.0.1:8023, balance = 60 
2021-11-20 20:54:08.5742181 +0500 PKT m=+424.948759101, 127.0.0.1:8016, balance = 50 
2021-11-20 20:54:08.5742213 +0500 PKT m=+424.948762201, 127.0.0.1:8045, balance = 80 
2021-11-20 20:54:08.5742257 +0500 PKT m=+424.948766701, 127.0.0.1:8031, balance = 70 
2021-11-20 20:54:08.5742272 +0500 PKT m=+424.948768101, 127.0.0.1:8009, balance = 90 
2021-11-20 20:54:08.5742288 +0500 PKT m=+424.948769701, 127.0.0.1:8022, balance = 40 
2021-11-20 20:54:08.5742309 +0500 PKT m=+424.948771901, 127.0.0.1:8000, balance = 70 
2021-11-20 20:54:08.5742327 +0500 PKT m=+424.948773601, 127.0.0.1:8015, balance = 80 
2021-11-20 20:54:08.5742368 +0500 PKT m=+424.948777701, 127.0.0.1:8048, balance = 90 
2021-11-20 20:54:08.5742386 +0500 PKT m=+424.948779501, 127.0.0.1:8021, balance = 70 
2021-11-20 20:54:08.574241 +0500 PKT m=+424.948781901, 127.0.0.1:8005, balance = 30 
2021-11-20 20:54:08.5742434 +0500 PKT m=+424.948784401, 127.0.0.1:8014, balance = 60 
2021-11-20 20:54:08.5742455 +0500 PKT m=+424.948786401, 127.0.0.1:8006, balance = 60 
2021-11-20 20:54:08.5742471 +0500 PKT m=+424.948788001, 127.0.0.1:8034, balance = 80 
2021-11-20 20:54:08.5742489 +0500 PKT m=+424.948789901, 127.0.0.1:8025, balance = 90 
2021-11-20 20:54:08.5742517 +0500 PKT m=+424.948792701, 127.0.0.1:8001, balance = 80 
2021-11-20 20:54:08.5742564 +0500 PKT m=+424.948797301, 127.0.0.1:8010, balance = 50 
2021-11-20 20:54:08.5742581 +0500 PKT m=+424.948799001, 127.0.0.1:8011, balance = 120 
2021-11-20 20:54:08.5742624 +0500 PKT m=+424.948803301, 127.0.0.1:8041, balance = 60 
2021-11-20 20:54:08.574264 +0500 PKT m=+424.948804901, 127.0.0.1:8027, balance = 40 
2021-11-20 20:54:08.5742681 +0500 PKT m=+424.948809001, 127.0.0.1:8035, balance = 20 
2021-11-20 20:54:08.5742695 +0500 PKT m=+424.948810401, 127.0.0.1:8043, balance = 40 
2021-11-20 20:54:08.5742733 +0500 PKT m=+424.948814301, 127.0.0.1:8033, balance = 70 
2021-11-20 20:54:08.5742755 +0500 PKT m=+424.948816401, 127.0.0.1:8003, balance = 90 
2021-11-20 20:54:08.5743105 +0500 PKT m=+424.948851401, 127.0.0.1:8002, balance = 90 
2021-11-20 20:54:18.5849195 +0500 PKT m=+434.959460501, 127.0.0.1:8016, balance = 50 
2021-11-20 20:54:18.58493 +0500 PKT m=+434.959470901, 127.0.0.1:8045, balance = 80 
2021-11-20 20:54:18.5849327 +0500 PKT m=+434.959473601, 127.0.0.1:8031, balance = 70 
2021-11-20 20:54:18.5849352 +0500 PKT m=+434.959476201, 127.0.0.1:8009, balance = 90 
2021-11-20 20:54:18.5849372 +0500 PKT m=+434.959478101, 127.0.0.1:8022, balance = 40 
2021-11-20 20:54:18.5849423 +0500 PKT m=+434.959483201, 127.0.0.1:8050, balance = 0 
2021-11-20 20:54:18.5849455 +0500 PKT m=+434.959486401, 127.0.0.1:8023, balance = 60 
2021-11-20 20:54:18.584948 +0500 PKT m=+434.959488901, 127.0.0.1:8021, balance = 70 
2021-11-20 20:54:18.584951 +0500 PKT m=+434.959491901, 127.0.0.1:8005, balance = 30 
2021-11-20 20:54:18.5849541 +0500 PKT m=+434.959495001, 127.0.0.1:8014, balance = 60 
2021-11-20 20:54:18.5849558 +0500 PKT m=+434.959496701, 127.0.0.1:8006, balance = 60 
2021-11-20 20:54:18.5849586 +0500 PKT m=+434.959499501, 127.0.0.1:8034, balance = 80 
2021-11-20 20:54:18.5849614 +0500 PKT m=+434.959502401, 127.0.0.1:8000, balance = 70 
2021-11-20 20:54:18.5849635 +0500 PKT m=+434.959504501, 127.0.0.1:8015, balance = 80 
2021-11-20 20:54:18.5849667 +0500 PKT m=+434.959507601, 127.0.0.1:8048, balance = 90 
2021-11-20 20:54:18.5849692 +0500 PKT m=+434.959510101, 127.0.0.1:8025, balance = 90 
2021-11-20 20:54:18.5849709 +0500 PKT m=+434.959511901, 127.0.0.1:8001, balance = 80 
2021-11-20 20:54:18.5849754 +0500 PKT m=+434.959516301, 127.0.0.1:8010, balance = 50 
2021-11-20 20:54:18.5849779 +0500 PKT m=+434.959518801, 127.0.0.1:8035, balance = 20 
2021-11-20 20:54:18.5849797 +0500 PKT m=+434.959520601, 127.0.0.1:8043, balance = 40 
2021-11-20 20:54:18.5849859 +0500 PKT m=+434.959526901, 127.0.0.1:8033, balance = 70 
2021-11-20 20:54:18.5849883 +0500 PKT m=+434.959529201, 127.0.0.1:8003, balance = 90 
2021-11-20 20:54:18.5849913 +0500 PKT m=+434.959532201, 127.0.0.1:8002, balance = 90 
2021-11-20 20:54:18.5849936 +0500 PKT m=+434.959534601, 127.0.0.1:8011, balance = 120 
2021-11-20 20:54:18.584997 +0500 PKT m=+434.959537901, 127.0.0.1:8041, balance = 60 
2021-11-20 20:54:18.5849995 +0500 PKT m=+434.959540401, 127.0.0.1:8027, balance = 40 
2021-11-20 20:54:18.5850019 +0500 PKT m=+434.959542901, 127.0.0.1:8029, balance = 40 
2021-11-20 20:54:18.5850046 +0500 PKT m=+434.959545501, 127.0.0.1:8044, balance = 40 
2021-11-20 20:54:18.5850088 +0500 PKT m=+434.959549801, 127.0.0.1:8049, balance = 130 
2021-11-20 20:54:18.5850108 +0500 PKT m=+434.959551801, 127.0.0.1:8039, balance = 30 
2021-11-20 20:54:18.5850126 +0500 PKT m=+434.959553501, 127.0.0.1:8046, balance = 90 
2021-11-20 20:54:18.5850167 +0500 PKT m=+434.959557601, 127.0.0.1:8037, balance = 40 
2021-11-20 20:54:18.5850197 +0500 PKT m=+434.959560601, 127.0.0.1:8030, balance = 20 
2021-11-20 20:54:18.5850216 +0500 PKT m=+434.959562601, 127.0.0.1:8007, balance = 60 
2021-11-20 20:54:18.5850235 +0500 PKT m=+434.959564401, 127.0.0.1:8024, balance = 60 
2021-11-20 20:54:18.5850256 +0500 PKT m=+434.959566501, 127.0.0.1:8042, balance = 30 
2021-11-20 20:54:18.5850341 +0500 PKT m=+434.959575001, 127.0.0.1:8032, balance = 100 
2021-11-20 20:54:18.5850361 +0500 PKT m=+434.959577001, 127.0.0.1:8028, balance = 50 
2021-11-20 20:54:18.5850457 +0500 PKT m=+434.959586601, 127.0.0.1:8012, balance = 80 
2021-11-20 20:54:18.5850475 +0500 PKT m=+434.959588401, 127.0.0.1:8019, balance = 90 
2021-11-20 20:54:18.5850492 +0500 PKT m=+434.959590101, 127.0.0.1:8038, balance = 110 
2021-11-20 20:54:18.585052 +0500 PKT m=+434.959592901, 127.0.0.1:8036, balance = 90 
2021-11-20 20:54:18.5850555 +0500 PKT m=+434.959596501, 127.0.0.1:8017, balance = 60 
2021-11-20 20:54:18.5850572 +0500 PKT m=+434.959598201, 127.0.0.1:8018, balance = 30 
2021-11-20 20:54:18.5850607 +0500 PKT m=+434.959601701, 127.0.0.1:8047, balance = 80 
2021-11-20 20:54:18.5850625 +0500 PKT m=+434.959603401, 127.0.0.1:8026, balance = 50 
2021-11-20 20:54:18.5850667 +0500 PKT m=+434.959607601, 127.0.0.1:8004, balance = 30 
2021-11-20 20:54:18.5850684 +0500 PKT m=+434.959609301, 127.0.0.1:8040, balance = 110 
2021-11-20 20:54:18.5850709 +0500 PKT m=+434.959611801, 127.0.0.1:8020, balance = 60 
2021-11-20 20:54:18.5850732 +0500 PKT m=+434.959614201, 127.0.0.1:8013, balance = 70 
2021-11-20 20:54:18.5850752 +0500 PKT m=+434.959616101, 127.0.0.1:8008, balance = 50 
2021-11-20 20:54:28.5854432 +0500 PKT m=+444.959984201, 127.0.0.1:8011, balance = 120 
2021-11-20 20:54:28.5854579 +0500 PKT m=+444.959998801, 127.0.0.1:8041, balance = 60 
2021-11-20 20:54:28.5854679 +0500 PKT m=+444.960008801, 127.0.0.1:8027, balance = 40 
2021-11-20 20:54:28.58547 +0500 PKT m=+444.960010901, 127.0.0.1:8035, balance = 20 
2021-11-20 20:54:28.5854718 +0500 PKT m=+444.960012701, 127.0.0.1:8043, balance = 60 
2021-11-20 20:54:28.5854749 +0500 PKT m=+444.960015801, 127.0.0.1:8033, balance = 70 
2021-11-20 20:54:28.5854776 +0500 PKT m=+444.960018601, 127.0.0.1:8003, balance = 90 
2021-11-20 20:54:28.5854795 +0500 PKT m=+444.960020401, 127.0.0.1:8002, balance = 100 
2021-11-20 20:54:28.5854827 +0500 PKT m=+444.960023601, 127.0.0.1:8039, balance = 30 
2021-11-20 20:54:28.5854849 +0500 PKT m=+444.960025801, 127.0.0.1:8046, balance = 90 
2021-11-20 20:54:28.5854861 +0500 PKT m=+444.960027001, 127.0.0.1:8029, balance = 40 
2021-11-20 20:54:28.5854888 +0500 PKT m=+444.960029701, 127.0.0.1:8044, balance = 40 
2021-11-20 20:54:28.5854909 +0500 PKT m=+444.960031801, 127.0.0.1:8049, balance = 150 
2021-11-20 20:54:28.5854933 +0500 PKT m=+444.960034201, 127.0.0.1:8007, balance = 70 
2021-11-20 20:54:28.5854955 +0500 PKT m=+444.960036501, 127.0.0.1:8024, balance = 70 
2021-11-20 20:54:28.5855094 +0500 PKT m=+444.960050401, 127.0.0.1:8037, balance = 40 
2021-11-20 20:54:28.5855108 +0500 PKT m=+444.960051801, 127.0.0.1:8030, balance = 30 
2021-11-20 20:54:28.5855128 +0500 PKT m=+444.960053801, 127.0.0.1:8019, balance = 90 
2021-11-20 20:54:28.5855148 +0500 PKT m=+444.960055701, 127.0.0.1:8038, balance = 110 
2021-11-20 20:54:28.5855162 +0500 PKT m=+444.960057101, 127.0.0.1:8042, balance = 30 
2021-11-20 20:54:28.5855173 +0500 PKT m=+444.960058301, 127.0.0.1:8032, balance = 130 
2021-11-20 20:54:28.5855194 +0500 PKT m=+444.960060301, 127.0.0.1:8028, balance = 60 
2021-11-20 20:54:28.585523 +0500 PKT m=+444.960063901, 127.0.0.1:8012, balance = 90 
2021-11-20 20:54:28.5855246 +0500 PKT m=+444.960065501, 127.0.0.1:8004, balance = 30 
2021-11-20 20:54:28.5855264 +0500 PKT m=+444.960067401, 127.0.0.1:8040, balance = 110 
2021-11-20 20:54:28.5855277 +0500 PKT m=+444.960068601, 127.0.0.1:8020, balance = 70 
